account_id,avg_txn_amount,risk_tag
ACC100088,2520.326858226302,normal
ACC100089,4712.436985397923,normal
ACC100090,3671.099654729732,normal
ACC100091,6193.074894765562,normal
ACC100092,2272.800711690182,normal
ACC100093,2845.240029918161,normal
ACC100094,2737.321340144182,normal
ACC100095,1439.2695848209037,normal
ACC100096,4136.776607110517,normal
ACC100097,4050.652115484698,normal
ACC100098,3474.0212859039084,normal
ACC100099,3008.6529118445533,normal
ACC100100,1481.4513894582244,normal
ACC100101,2690.8510723781405,normal
ACC100102,2819.659156347974,normal
ACC100103,2140.155220794472,normal
ACC100104,3143.929007556406,normal
ACC100105,4413.531819809803,normal
ACC100106,10739.797796309074,normal
ACC100107,3845.837554353507,normal
ACC100108,4042.142832535702,normal
ACC100109,3312.082585866055,normal
ACC100110,1095.2492816548584,normal
ACC100111,3408.718437066406,normal
ACC100112,3590.828109187163,high_risk
ACC100113,15183.206605732921,normal
ACC100114,3085.853073508313,normal
ACC100115,4150.268896239105,normal
ACC100116,3391.993016778273,normal
ACC100117,1717.7888276303102,normal
ACC100118,6875.321524966091,normal
ACC100119,5437.962991379981,normal
ACC100120,5567.042198255534,normal
ACC100121,2006.9421557355147,normal
ACC100122,8035.91852041032,normal
ACC100123,1493.5175108950098,normal
ACC100124,4925.170913634879,normal
ACC100125,12890.85437174838,normal
ACC100126,1911.5662380348836,normal
ACC100127,2465.676182478206,normal
ACC100128,3676.773274901842,normal
ACC100129,2560.389328946969,normal
ACC100130,1365.9452261778017,normal
ACC100131,3608.8259790848074,normal
ACC100132,1831.00041580152,normal
ACC100133,4601.582101165691,normal
ACC100134,1994.8925325154858,normal
ACC100135,8777.620559509009,normal
ACC100136,2164.7237293386415,normal
ACC100137,2854.8171950251417,normal
ACC100138,5642.656986295963,normal
ACC100139,1654.876082093008,normal
ACC100140,3969.8197148062027,normal
ACC100141,7587.714101038577,normal
ACC100142,1320.1624276540015,watchlist
ACC100143,3869.112049483102,normal
ACC100144,4047.803537442571,normal
ACC100145,5536.366637996834,normal
ACC100146,1648.8437661580715,normal
ACC100147,1568.2663179967974,normal
ACC100148,4737.026699921778,normal
ACC100149,4138.922651882025,normal
ACC100150,4025.0624699131,normal
ACC100151,4263.599031664941,normal
ACC100152,2303.0397667791353,normal
ACC100153,3981.25437530112,normal
ACC100154,4129.218669756605,normal
ACC100155,2256.0914523469855,normal
ACC100156,10609.071401224695,normal
ACC100157,4602.246130523719,normal
ACC100158,1694.6269408192966,normal
ACC100159,5135.4983390482985,normal
ACC100160,1929.8373386667977,normal
ACC100161,5553.872783636438,normal
ACC100162,6940.6960745963725,normal
ACC100163,2116.651438935342,normal
ACC100164,6173.527537197668,normal
ACC100165,4436.710738251472,normal
ACC100166,5671.654176137928,normal
ACC100167,10808.36650497888,normal
ACC100168,2989.2181096511895,normal
ACC100169,2203.403085818785,normal
ACC100170,2031.0158025500534,normal
ACC100171,2122.8479292616953,normal
ACC100172,3306.809063861996,normal
ACC100173,4250.071923237554,normal
ACC100174,4088.831369982488,normal
ACC100175,5689.114831752045,normal
ACC100176,3490.503014803007,normal
ACC100177,8284.324936157112,normal
ACC100178,2954.85807539965,normal
ACC100179,17713.839398239328,normal
ACC100180,5041.204943885426,normal
ACC100181,2070.8314373070675,normal
ACC100182,1821.5890456843208,normal
ACC100183,4626.164717928524,normal
ACC100184,3028.8016608412113,watchlist
ACC100185,5315.59534352529,normal
ACC100186,4600.602603895294,normal
ACC100187,3315.297533891905,normal
ACC100188,2083.748614502486,normal
ACC100189,1395.6166857200992,normal
ACC100190,2649.406757328821,normal
ACC100191,5789.720384648502,normal
ACC100192,3938.1102154472173,normal
ACC100193,1640.1725566828377,normal
ACC100194,3842.6155845147973,normal
ACC100195,4364.201101612695,normal
ACC100196,2037.921180848368,normal
ACC100197,3798.01964404774,normal
ACC100198,3586.4754522887442,normal
ACC100199,1744.490511122991,normal
ACC100200,4292.705287013506,normal
ACC100201,4848.723317725888,normal
ACC100202,6633.121228333764,normal
ACC100203,6517.728673192611,normal
ACC100204,1515.3449461065954,normal
ACC100205,1972.9890893960262,normal
ACC100206,4717.438121347483,normal
ACC100207,4713.903302951359,normal
ACC100208,4717.4732732725215,normal
ACC100209,34948.781899471636,normal
ACC100210,4878.213308091783,normal
ACC100211,6845.449364260277,normal
ACC100212,6138.9012652214615,normal
ACC100213,5119.616182066682,normal
ACC100214,2866.4753506922557,normal
ACC100215,5460.969037003112,normal
ACC100216,2178.310534770354,watchlist
ACC100217,3004.6273700105826,normal
ACC100218,2588.365491990354,normal
ACC100219,3637.76399078214,normal
ACC100220,13888.20419820915,normal
ACC100221,1129.6248714744736,normal
ACC100222,5227.853824448139,normal
ACC100223,1316.024169089583,normal
ACC100224,2609.3094337198418,normal
ACC100225,6656.641507434282,normal
ACC100226,3599.5640196490494,normal
ACC100227,1814.1151973147694,normal
ACC100228,2254.8027468815576,normal
ACC100229,5206.997376703165,normal
ACC100230,2234.516205985004,normal
ACC100231,3943.701994836212,normal
ACC100232,3559.3851702407114,normal
ACC100233,2342.654088449021,normal
ACC100234,12536.083609874682,normal
ACC100235,5066.225861647399,normal
ACC100236,1027.5313409079824,watchlist
ACC100237,3873.3404878663746,normal
ACC100238,2328.3802220522466,normal
ACC100239,5775.961418210959,normal
ACC100240,2152.7202564425565,normal
ACC100241,3232.9752915506024,normal
ACC100242,4689.083222511076,normal
ACC100243,5822.314351054223,normal
ACC100244,1685.5077888692688,normal
ACC100245,2833.588641443266,normal
ACC100246,2604.595889344927,normal
ACC100247,2340.2252407631963,normal
ACC100248,9989.327421177108,normal
ACC100249,4415.997520945038,normal
ACC100250,1625.3356501922613,watchlist
ACC100251,6007.218859316779,normal
ACC100252,12373.269239330175,normal
ACC100253,6434.8200561094345,normal
ACC100254,1391.834611736202,normal
ACC100255,2590.1201828977823,normal
ACC100256,7406.747510774271,normal
ACC100257,2265.154665622202,normal
ACC100258,4520.110217301572,normal
ACC100259,5512.538104199227,normal
ACC100260,1985.9282519778408,normal
ACC100261,3341.8665806909926,normal
ACC100262,495.3376226160904,normal
ACC100263,1873.132449673634,normal
ACC100264,2976.368193291015,normal
ACC100265,1638.1618856555858,normal
ACC100266,9222.918276495917,normal
ACC100267,1468.380208452202,normal
ACC100268,2659.7124860476497,normal
ACC100269,3746.0017357755096,normal
ACC100270,8223.605140244135,normal
ACC100271,1463.3486865480413,normal
ACC100272,6959.745950469688,normal
ACC100273,3484.7090614035933,normal
ACC100274,1921.9485292235884,normal
ACC100275,4569.9707551541605,normal
ACC100276,3902.746509020199,normal
ACC100277,2416.00317619653,normal
ACC100278,3611.510016520373,normal
ACC100279,2748.5034482214205,normal
ACC100280,3707.490112624776,normal
ACC100281,5152.711730612325,normal
ACC100282,8969.72314194298,normal
ACC100283,1647.9884479469022,normal
ACC100284,12454.285067368895,normal
ACC100285,1073.5726815961395,normal
ACC100286,3161.901743038258,normal
ACC100287,4929.487586921645,normal
ACC100288,4099.396802965239,normal
ACC100289,2383.631128195372,normal
ACC100290,3056.8084173779116,normal
ACC100291,2576.531617549936,normal
ACC100292,2431.7857569189673,normal
ACC100293,5766.157875323573,normal
ACC100294,4290.717689754157,normal
ACC100295,2285.3037869846676,normal
ACC100296,5941.755606034708,normal
ACC100297,4164.617495322999,normal
ACC100298,5640.439524340716,normal
ACC100299,5053.201618026232,normal
ACC100300,2106.1206788429336,normal
ACC100301,2474.7418731370312,normal
ACC100302,5422.846619300104,normal
ACC100303,4995.147195715026,normal
ACC100304,3420.21619722505,normal
ACC100305,3715.9752145541834,normal
ACC100306,7454.692191448999,normal
ACC100307,2428.568253739626,normal
ACC100308,4809.067265994189,normal
ACC100309,3067.703173248936,normal
ACC100310,3039.3266649168536,normal
ACC100311,6696.003341458866,normal
ACC100312,5683.086769250239,normal
ACC100313,5642.631318915382,normal
ACC100314,7580.142548214204,normal
ACC100315,3507.3018073078506,normal
ACC100316,5214.360760190378,normal
ACC100317,2875.091980807223,normal
ACC100318,4206.977820344472,normal
ACC100319,3203.227477995447,normal
ACC100320,3670.9199565487434,normal
ACC100321,4949.759236367545,normal
ACC100322,2119.7800028905644,normal
ACC100323,12154.22792264704,normal
ACC100324,1893.892608233498,normal
ACC100325,1671.5169264756396,normal
ACC100326,6938.677851916427,normal
ACC100327,5569.149433801745,normal
ACC100328,5036.526264653243,normal
ACC100329,5049.312152459499,normal
ACC100330,3438.0232077783894,normal
ACC100331,2021.6057030114237,normal
ACC100332,3624.5402618050066,normal
ACC100333,2306.99934231818,normal
ACC100334,6217.180828932188,normal
ACC100335,3170.8836155288036,normal
ACC100336,2110.5454114879944,normal
ACC100337,2855.9747860544717,normal
ACC100338,4437.111464104393,normal
ACC100339,2469.485895088345,normal
ACC100340,2114.6989959664825,normal
ACC100341,4008.6601083480255,normal
ACC100342,4011.738400385709,normal
ACC100343,2555.0679438198504,normal
ACC100344,2610.7087537897723,normal
ACC100345,3980.7676732876175,watchlist
ACC100346,1452.6567424670748,normal
ACC100347,1488.4963605002438,normal
ACC100348,2250.5580062947865,normal
ACC100349,3047.0576802168857,normal
ACC100350,4173.6429367594865,normal
ACC100351,8393.507171470425,normal
ACC100352,5794.101949756492,watchlist
ACC100353,3146.4713010772975,normal
ACC100354,3424.0874432174455,normal
ACC100355,1897.8603162263282,normal
ACC100356,3425.1211365428726,normal
ACC100357,2912.6098580010053,normal
ACC100358,4203.324909491873,normal
ACC100359,2108.351062258472,normal
ACC100360,4729.656742443523,normal
ACC100361,8687.524828289315,normal
ACC100362,3244.5888254532724,watchlist
ACC100363,4407.341857273875,normal
ACC100364,5240.050397051026,normal
ACC100365,2722.3961714420316,normal
ACC100366,3961.8069040671703,normal
ACC100367,3489.6455222046848,normal
ACC100368,3672.4182917549156,normal
ACC100369,2178.0693185531954,normal
ACC100370,3514.6882344187206,normal
ACC100371,4669.4612255552,normal
ACC100372,8272.451398222978,normal
ACC100373,6158.339728783255,normal
ACC100374,12605.76432589651,normal
ACC100375,2185.48152815295,normal
ACC100376,5845.295227453494,normal
ACC100377,3866.114217533721,normal
ACC100378,12885.807101013597,normal
ACC100379,2132.437624052713,normal
ACC100380,2092.609006035305,normal
ACC100381,2417.1982795492877,normal
ACC100382,968.4167925407403,normal
ACC100383,2526.3907622104457,normal
ACC100384,2196.280228440895,watchlist
ACC100385,3790.435775787986,normal
ACC100386,4251.612430875457,normal
ACC100387,10675.455463210339,normal
ACC100388,6125.736682728162,normal
ACC100389,2450.0355327639422,normal
ACC100390,2020.1987915084417,watchlist
ACC100391,4652.460520855339,normal
ACC100392,1568.4765482093937,normal
ACC100393,10392.869858880933,normal
ACC100394,7028.046547482159,normal
ACC100395,2613.628092300722,normal
ACC100396,1239.0735999212643,normal
ACC100397,7803.467182579603,normal
ACC100398,3233.3566684652506,normal
ACC100399,7278.570683162189,normal
ACC100400,1330.5443254219808,normal
ACC100401,2417.223837916275,normal
ACC100402,3474.2927768421564,normal
ACC100403,3562.3950206636982,normal
ACC100404,2643.7687027940137,normal
ACC100405,5032.690241630062,watchlist
ACC100406,1825.1687771496072,normal
ACC100407,3179.7959561638318,normal
ACC100408,3722.5990736791496,high_risk
ACC100409,4715.750241490808,normal
ACC100410,5307.992204683486,normal
ACC100411,1763.780410363901,normal
ACC100412,1379.5760179262472,normal
ACC100413,7454.745534927673,normal
ACC100414,4227.5943859731415,normal
ACC100415,2210.354255044807,normal
ACC100416,8784.03532549098,normal
ACC100417,3712.29209640954,normal
ACC100418,7027.443834038295,normal
ACC100419,3606.565050674937,normal
ACC100420,11925.673056127045,normal
ACC100421,9928.895333326269,normal
ACC100422,2982.8112608158253,normal
ACC100423,6203.956859247446,normal
ACC100424,5101.171864910659,normal
ACC100425,7872.8777437692415,normal
ACC100426,1941.1695352809013,normal
ACC100427,5227.199138307958,normal
ACC100428,6535.830429404677,normal
ACC100429,1205.6285258387563,normal
ACC100430,1702.826663411518,normal
ACC100431,1018.8814565593168,normal
ACC100432,2946.4487167767275,normal
ACC100433,5326.903297505945,normal
ACC100434,8530.593629939583,normal
ACC100435,3620.823873362187,normal
ACC100436,9201.937395577941,watchlist
ACC100437,1513.135285318667,watchlist
ACC100438,1246.3449867015738,normal
ACC100439,3349.8517853526096,normal
ACC100440,4360.9241258923375,normal
ACC100441,3396.100535695099,normal
ACC100442,1001.7810451741744,normal
ACC100443,3283.049438382221,normal
ACC100444,1583.3819286952007,normal
ACC100445,5176.081228212439,normal
ACC100446,4315.458899366802,normal
ACC100447,1970.558192815044,normal
ACC100448,2544.4755819987295,normal
ACC100449,1834.3984505250457,normal
ACC100450,3335.5489304312036,normal
ACC100451,6143.103763129801,normal
ACC100452,1917.0913072607843,normal
ACC100453,4686.437178470464,normal
ACC100454,2519.5747820261886,normal
ACC100455,2152.265528764746,normal
ACC100456,3247.958045028995,normal
ACC100457,1860.9727363750067,normal
ACC100458,2484.459517263995,normal
ACC100459,1687.955419311558,normal
ACC100460,11258.009160929474,normal
ACC100461,3537.4384099427566,high_risk
ACC100462,2275.9770124210136,normal
ACC100463,3937.841251556695,normal
ACC100464,3237.6504312701377,normal
ACC100465,3033.3358705455416,watchlist
ACC100466,5006.53841441207,normal
ACC100467,5456.182378059859,normal
ACC100468,2519.206654845582,normal
ACC100469,2451.6316356544744,normal
ACC100470,2936.4862182932607,normal
ACC100471,870.3081124201859,normal
ACC100472,1395.328796195356,normal
ACC100473,7864.581160375916,high_risk
ACC100474,9292.66471965851,normal
ACC100475,2982.68260108173,normal
ACC100476,4894.826832006129,normal
ACC100477,4174.500931297938,normal
ACC100478,21967.700294056962,normal
ACC100479,6780.085197515645,normal
ACC100480,3207.507533213108,normal
ACC100481,1952.128775084925,normal
ACC100482,1320.9840203865074,normal
ACC100483,3913.0726232536376,normal
ACC100484,2199.9492102489057,normal
ACC100485,1475.3459361248972,normal
ACC100486,2349.7313218035724,normal
ACC100487,1809.980223272445,normal
ACC100488,9530.80993570259,normal
ACC100489,5878.070578691295,high_risk
ACC100490,3446.851260654508,normal
ACC100491,8416.644255626548,normal
ACC100492,3627.942581381028,normal
ACC100493,2065.710428090654,normal
ACC100494,8637.551637598543,normal
ACC100495,4785.501122557997,normal
ACC100496,1858.73663494737,normal
ACC100497,3089.5996338069895,normal
ACC100498,2048.0206066900323,normal
ACC100499,1510.687556221557,normal
ACC100500,6037.265934032201,normal
ACC100501,10890.54199087363,normal
ACC100502,1496.4627801370489,normal
ACC100503,4855.083318772621,normal
ACC100504,2344.000721553634,normal
ACC100505,2585.6307724802077,normal
ACC100506,2427.3699994254866,normal
ACC100507,2062.358558565588,normal
ACC100508,3565.6904074138947,normal
ACC100509,2103.651514509326,normal
ACC100510,4073.566136730933,normal
ACC100511,3360.5406048996438,normal
ACC100512,3000.790916929669,normal
ACC100513,2009.139505705296,normal
ACC100514,2450.230061195547,normal
ACC100515,5449.2580212301455,normal
ACC100516,4677.646194864019,normal
ACC100517,1926.5128865068973,normal
ACC100518,3676.0694762550224,normal
ACC100519,5436.182102266165,watchlist
ACC100520,1272.0141032854683,normal
ACC100521,4798.295911516527,normal
ACC100522,2327.210792302156,normal
ACC100523,4877.359182065277,normal
ACC100524,2190.849190945959,normal
ACC100525,1172.7078314742082,normal
ACC100526,1304.3688165449294,normal
ACC100527,3564.7562876349407,normal
ACC100528,4047.41425656797,normal
ACC100529,2013.0575712092398,normal
ACC100530,5080.451808335415,normal
ACC100531,1278.0464276453617,normal
ACC100532,3328.7499456863457,normal
ACC100533,1674.7016016873526,normal
ACC100534,2342.3227291332605,normal
ACC100535,3563.2887471861063,normal
ACC100536,2066.7900471761927,normal
ACC100537,2749.7538387220907,normal
ACC100538,6334.56032047829,normal
ACC100539,2450.052858701184,normal
ACC100540,5718.233838713657,normal
ACC100541,1758.4286684066954,normal
ACC100542,4759.426737855509,watchlist
ACC100543,8225.062483597943,normal
ACC100544,786.0444161455252,watchlist
ACC100545,2147.0773982522405,normal
ACC100546,4896.340049369164,normal
ACC100547,3066.134014546333,normal
ACC100548,4327.25003771751,normal
ACC100549,2410.546798202178,normal
ACC100550,3648.0712143592573,normal
ACC100551,3154.526418902669,normal
ACC100552,6979.058051415009,normal
ACC100553,4034.5599074933184,watchlist
ACC100554,4241.030653085601,normal
ACC100555,2705.044981943265,watchlist
ACC100556,2584.8849147790215,normal
ACC100557,2671.686199113222,normal
ACC100558,4388.186336128052,normal
ACC100559,2690.3035537991836,normal
ACC100560,4121.056799306233,normal
ACC100561,12030.982532850314,normal
ACC100562,5841.102382054536,normal
ACC100563,2848.0387563245404,normal
ACC100564,7120.46529931674,normal
ACC100565,2711.222112350604,normal
ACC100566,1019.5588155083985,normal
ACC100567,1891.543068765923,normal
ACC100568,1127.2370706105419,normal
ACC100569,2804.812328268141,normal
ACC100570,3501.8652269605177,normal
ACC100571,9469.793567472389,normal
ACC100572,4213.952929437738,normal
ACC100573,3036.7394902342767,normal
ACC100574,5696.705753160696,normal
ACC100575,919.0300446592868,normal
ACC100576,3989.290740721269,normal
ACC100577,5500.08659879565,normal
ACC100578,1426.3132575239924,normal
ACC100579,6879.164096362035,normal
ACC100580,4243.30550400372,normal
ACC100581,2699.5145827415677,normal
ACC100582,5062.770386480811,normal
ACC100583,13526.631361719674,normal
ACC100584,3862.692480235667,normal
ACC100585,4019.5786061595927,normal
ACC100586,2629.0647676481517,normal
ACC100587,2079.938028624789,normal
ACC100588,5699.886206928145,normal
ACC100589,2072.165976075378,normal
ACC100590,3615.334792477602,normal
ACC100591,2600.3609256706222,normal
ACC100592,4616.4804917978045,normal
ACC100593,4231.015284312452,normal
ACC100594,6454.442720490841,normal
ACC100595,2550.36090800114,normal
ACC100596,2945.621291890467,watchlist
ACC100597,1925.1165118576434,normal
ACC100598,2652.9408117436756,normal
ACC100599,4343.25912540761,normal
ACC100600,5454.483281707128,normal
ACC100601,1991.614321100191,normal
ACC100602,5835.781985239599,normal
ACC100603,7811.737703116932,normal
ACC100604,4438.451982018363,normal
ACC100605,10679.45933890618,normal
ACC100606,2177.050984420311,normal
ACC100607,1641.2397461522025,normal
ACC100608,1191.2611926671277,watchlist
ACC100609,8498.343888884865,normal
ACC100610,5128.761027111766,normal
ACC100611,3349.7774757168922,normal
ACC100612,4096.880771844736,normal
ACC100613,1762.8843319949087,normal
ACC100614,15024.705939087109,normal
ACC100615,3742.588297437484,normal
ACC100616,3698.330855688823,normal
ACC100617,5353.25450879218,normal
ACC100618,4622.105143411905,normal
ACC100619,3961.3114139624217,normal
ACC100620,2155.364924534555,normal
ACC100621,4595.721377384117,normal
ACC100622,10713.015658372882,normal
ACC100623,7763.992883552579,normal
ACC100624,9008.392988014437,normal
ACC100625,2548.526413711381,normal
ACC100626,1912.6349166093048,normal
ACC100627,3211.6106420707224,normal
ACC100628,3581.134567107424,normal
ACC100629,6677.606614473529,normal
ACC100630,1254.53620083174,normal
ACC100631,8670.92012571032,normal
ACC100632,3150.118218672025,normal
ACC100633,2680.802202568831,watchlist
ACC100634,1886.9883562559085,normal
ACC100635,1283.1663289764374,normal
ACC100636,5675.434199665986,normal
ACC100637,3619.136644255321,normal
ACC100638,1597.225691114797,normal
ACC100639,1592.3285755121008,high_risk
ACC100640,2831.407396944555,normal
ACC100641,9427.751586009606,normal
ACC100642,2963.8524046729594,normal
ACC100643,1405.4519858235135,normal
ACC100644,2988.5815670927177,normal
ACC100645,2940.5909929790523,watchlist
ACC100646,686.6797416932319,normal
ACC100647,3352.370813678609,normal
ACC100648,3015.2537914122304,normal
ACC100649,5259.145388635549,watchlist
ACC100650,10502.55307896748,watchlist
ACC100651,6808.581070408916,normal
ACC100652,2947.3648698184743,normal
ACC100653,1783.056766081805,normal
ACC100654,16220.252292392015,normal
ACC100655,3588.6489026523773,normal
ACC100656,3492.4458108485546,normal
ACC100657,3413.6075640687864,normal
ACC100658,3900.4642225639464,normal
ACC100659,3176.018835255911,normal
ACC100660,2454.805462812238,normal
ACC100661,2494.6023962244954,normal
ACC100662,3395.981289582943,high_risk
ACC100663,2499.7478288775337,normal
ACC100664,2258.130483844698,normal
ACC100665,3691.758333253645,normal
ACC100666,2972.069140549868,normal
ACC100667,8538.971046366594,normal
ACC100668,705.8608452102145,watchlist
ACC100669,6666.858984676977,normal
ACC100670,7314.7717905142945,normal
ACC100671,998.2121816275959,normal
ACC100672,2819.704703989386,normal
ACC100673,2771.476474340348,normal
ACC100674,1488.4535635633592,watchlist
ACC100675,2171.7965070158066,normal
ACC100676,1778.7292657949656,normal
ACC100677,9910.620769257584,normal
ACC100678,6071.77969248536,normal
ACC100679,7427.414210343115,normal
ACC100680,5340.11911788743,normal
ACC100681,1759.1199547539345,normal
ACC100682,2528.2631404867484,normal
ACC100683,4645.362721256983,high_risk
ACC100684,1663.5735602760592,normal
ACC100685,5312.400364310263,normal
ACC100686,2998.3120554023076,normal
ACC100687,2765.8617124341536,normal
ACC100688,5305.9068604842005,normal
ACC100689,4521.314218597026,normal
ACC100690,2788.949555481485,normal
ACC100691,6943.75436505516,normal
ACC100692,1810.5066522135405,normal
ACC100693,5011.854895431335,normal
ACC100694,4943.657667753909,normal
ACC100695,2876.334836423286,normal
ACC100696,4211.944992024197,normal
ACC100697,1634.8917189049776,normal
ACC100698,6029.480970810413,normal
ACC100699,3099.6941308396663,normal
ACC100700,2530.990957116233,normal
ACC100701,6499.012592525194,normal
ACC100702,2269.67921536944,normal
ACC100703,1487.6057423418836,normal
ACC100704,1361.0646398267008,normal
ACC100705,4982.096028902036,normal
ACC100706,1606.3862798039356,normal
ACC100707,9925.63922666367,normal
ACC100708,993.1109155800557,watchlist
ACC100709,9584.22523257705,normal
ACC100710,3930.848089046088,normal
ACC100711,3268.126398546577,normal
ACC100712,2497.507585897845,normal
ACC100713,4400.536166966479,normal
ACC100714,3386.049489636574,normal
ACC100715,6714.207812727989,normal
ACC100716,3709.070515093918,normal
ACC100717,3790.2264926218777,normal
ACC100718,2784.5252545325734,normal
ACC100719,3347.043258768596,normal
ACC100720,4165.872686962033,normal
ACC100721,1241.2807201342905,normal
ACC100722,1542.3904724399874,normal
ACC100723,5409.751603243151,normal
ACC100724,3837.28077365294,normal
ACC100725,3101.403401488194,normal
ACC100726,3501.8979076591813,normal
ACC100727,4266.499681038024,normal
ACC100728,2505.2509592001447,normal
ACC100729,2171.1606488286984,watchlist
ACC100730,3895.226675161487,normal
ACC100731,1925.5681257340655,normal
ACC100732,4424.672986824888,normal
ACC100733,1246.9425043717638,normal
ACC100734,6422.054636976763,normal
ACC100735,4598.835919381501,normal
ACC100736,4038.4564882479813,watchlist
ACC100737,6245.488177038267,normal
ACC100738,9407.708323961722,watchlist
ACC100739,6365.334349624588,normal
ACC100740,1147.6543712408143,normal
ACC100741,1607.2080463992065,normal
ACC100742,2380.6024226159993,normal
ACC100743,3518.0235876674865,normal
ACC100744,4724.870406148143,normal
ACC100745,2240.7226672079146,normal
ACC100746,3874.066690396617,high_risk
ACC100747,2201.2270648061562,normal
ACC100748,2399.676746256434,normal
ACC100749,1489.21340270023,normal
ACC100750,1990.3385966863825,normal
ACC100751,1539.155605061764,normal
ACC100752,1928.458095240502,normal
ACC100753,6517.102002486099,normal
ACC100754,1959.3355050401703,normal
ACC100755,16804.957966432536,normal
ACC100756,4656.366679639993,normal
ACC100757,3869.5816299230655,normal
ACC100758,2069.34069747537,normal
ACC100759,5272.10993005931,normal
ACC100760,2451.8970358193183,normal
ACC100761,3726.429772777303,normal
ACC100762,16091.568577518856,normal
ACC100763,3269.4075174973273,normal
ACC100764,6901.982690588792,normal
ACC100765,2271.269362975031,watchlist
ACC100766,3391.42988253299,normal
ACC100767,10021.42300859537,normal
ACC100768,2377.535593599715,normal
ACC100769,10275.00098058154,normal
ACC100770,5295.70376940962,normal
ACC100771,2471.350235879917,normal
ACC100772,5061.634042414672,normal
ACC100773,6207.6188896224985,normal
ACC100774,5029.550912658613,normal
ACC100775,1350.0071504738262,high_risk
ACC100776,2238.8501664459036,normal
ACC100777,2985.399398352273,normal
ACC100778,3312.1074000806534,normal
ACC100779,5026.118315578038,normal
ACC100780,3853.051075451435,normal
ACC100781,1554.3199298054835,normal
ACC100782,4350.816077905906,watchlist
ACC100783,4995.793049606823,high_risk
ACC100784,4845.8321732400755,normal
ACC100785,6624.091009534302,normal
ACC100786,5712.164443478119,normal
ACC100787,4561.961883247472,normal
ACC100788,3320.5993513245935,normal
ACC100789,1278.4752550754588,normal
ACC100790,4481.759220513666,normal
ACC100791,3923.0026130653278,normal
ACC100792,4076.309412647803,normal
ACC100793,1609.9378496118002,normal
ACC100794,1810.5140251819164,normal
ACC100795,6515.190386983566,watchlist
ACC100796,3382.1500904956943,normal
ACC100797,5212.945960526054,normal
