transaction_id,account_id,transaction_date,amount_inr,transaction_type,channel,counterparty_country,risk_tag,zscore,zscore_flag,iqr_flag,suspicious
TXN1072883,ACC117336,2025-03-17,120883.74,Credit,NEFT,SG,high_risk,0.5615573803332028,False,True,True
TXN1145666,ACC108198,2025-10-29,120589.69,Debit,RTGS,IN,watchlist,2.5024571468736,False,True,True
TXN1083834,ACC108488,2025-11-10,120528.68,Debit,NEFT,US,high_risk,1.823170097728858,False,True,True
TXN1166164,ACC103020,2025-01-08,120368.28,Credit,NEFT,IN,high_risk,1.2605934006544572,False,True,True
TXN1121325,ACC106315,2025-10-31,120294.57,Credit,NEFT,IN,high_risk,1.8651977903127377,False,True,True
TXN1194506,ACC105353,2025-07-25,120131.73,Credit,UPI,IN,high_risk,1.1073359019766367,False,True,True
TXN1113075,ACC101233,2025-01-07,120001.65,Credit,IMPS,IN,watchlist,1.1285890973678476,False,True,True
TXN1018571,ACC110297,2025-05-02,119891.91,Credit,IMPS,IN,high_risk,0.47495706657393605,False,True,True
TXN1014720,ACC108488,2025-10-21,118983.29,Debit,IMPS,IN,high_risk,1.790361036494319,False,True,True
TXN1018115,ACC103930,2025-06-23,118980.94,Credit,UPI,IN,high_risk,1.5845440395945523,False,True,True
TXN1071551,ACC106315,2025-12-25,118889.88,Credit,UPI,IN,high_risk,1.8361460097522224,False,True,True
TXN1222168,ACC105426,2025-09-01,118489.93,Credit,Cheque,HK,high_risk,1.9663090561486438,False,True,True
TXN1229407,ACC103077,2025-11-26,118334.59,Debit,NEFT,IN,high_risk,1.7364929862487735,False,True,True
TXN1101129,ACC113224,2025-03-16,118159.91,Debit,Wire Transfer,IN,high_risk,1.9268727037138689,False,True,True
TXN1043185,ACC102278,2025-10-24,117881.39,Debit,IMPS,IN,high_risk,1.3360047605700878,False,True,True
TXN1203814,ACC102477,2025-03-07,117763.07,Credit,NEFT,IN,high_risk,1.3248647232496484,False,True,True
TXN1076839,ACC114130,2025-06-09,117202.49,Debit,IMPS,IN,high_risk,1.6765725401925755,False,True,True
TXN1130239,ACC100473,2025-08-13,117184.52,Debit,IMPS,IN,high_risk,0.6593774974478658,False,True,True
TXN1109112,ACC100783,2025-04-07,117172.54,Credit,UPI,IN,high_risk,2.1818637591577223,False,True,True
TXN1027006,ACC104692,2025-03-12,116596.75,Debit,IMPS,IN,high_risk,0.7008052371330286,False,True,True
TXN1112616,ACC114077,2025-06-13,116426.52,Debit,RTGS,CH,high_risk,2.1407227379461444,False,True,True
TXN1005645,ACC103077,2025-09-22,115949.46,Debit,Wire Transfer,IN,high_risk,1.6841478303686812,False,True,True
TXN1026944,ACC106395,2025-08-02,115843.47,Credit,UPI,IN,high_risk,2.8238044511115814,False,True,True
TXN1190382,ACC101262,2025-05-13,115610.4,Debit,Cheque,IN,high_risk,1.8500575388285165,False,True,True
